anio,mes,punto_conteo,liviano,dos_tres_ejes,cuatro_ejes,cinco_mas_ejes,autobus,total,ubicacion
2024,Marzo,62180,413274,66038,1791,62139,3731,546973,Balsa de Atenas
2024,Marzo,7100,2229260,153104,4424,16040,21229,2424057,Santa Ana
2024,Marzo,71335,432126,60237,1610,72606,4579,571158,Pozon de Orotina
2024,Marzo,75400,432736,9926,45580,74594,5392,568228,Caldera
2024,Abril,10540,1463214,111645,4528,12675,19964,1612026,Santa Ana Ciudad Colon
2024,Abril,22450,348215,54900,2631,23896,3732,433374,Ciudad Colon
2024,Abril,2900,1201521,38596,267,5070,41503,1286957,Escazu
2024,Abril,30620,655925,79044,1828,45534,4289,786620,Castro Madriz Sector A
2024,Abril,31550,194185,9621,4631,904,822,210163,Castro Madriz Sector B
2024,Abril,41960,359872,43850,2869,28288,2287,437166,Orotina
2024,Abril,500,970761,61753,1843,1719,35682,1071758,Sabana San Jose
2024,Abril,54950,620679,81590,1967,51974,4153,760363,Turrucares
2024,Abril,62180,449593,61572,2197,47375,4137,564874,Balsa de Atenas
2024,Abril,7100,2295595,142418,3977,15263,24332,2481585,Santa Ana
2024,Abril,71335,341695,45741,4295,77438,3804,472973,Pozon de Orotina
2024,Abril,75400,475404,7752,41287,62432,5899,592774,Caldera
2024,Mayo,10540,1589961,129763,4861,15110,24755,1764450,Santa Ana Ciudad Colon
2024,Mayo,22450,438551,50455,2296,18855,10918,521075,Ciudad Colon
2024,Mayo,2900,2510024,177244,4248,13710,36232,2741458,Escazu
2024,Mayo,30620,746370,97837,2167,60558,3993,910925,Castro Madriz Sector A
2024,Mayo,31550,179380,11684,73,1078,5071,197286,Castro Madriz Sector B
2024,Mayo,41960,314691,42155,2336,50890,1550,411622,Orotina
2024,Mayo,500,1059138,70649,3032,2563,37312,1172694,Sabana San Jose
2024,Mayo,54950,535437,5886,56219,58416,5545,661503,Turrucares
2024,Mayo,62180,393083,3126,43302,61800,4191,505502,Balsa de Atenas
2024,Mayo,7100,2579879,174568,4930,19198,29497,2808072,Santa Ana
2024,Mayo,71335,423645,3123,47723,84158,5300,563949,Pozon de Orotina
2024,Mayo,75400,398739,3149,44759,81079,4590,532316,Caldera
2024,Junio,10540,1078360,83598,2233,9600,13533,1187324,Santa Ana Ciudad Colon
2024,Junio,22450,962812,59997,814,724,33619,1057966,Ciudad Colon
2024,Junio,2900,2268410,122470,1185,33305,114546,2539916,Escazu
2024,Junio,30620,657378,84379,1924,49644,3367,796692,Castro Madriz Sector A
2024,Junio,31550,183032,14601,111,499,511,198754,Castro Madriz Sector B
2024,Junio,41960,250112,35701,2858,88696,1222,378589,Orotina
2024,Junio,500,978222,61448,1787,1523,36988,1079968,Sabana San Jose
2024,Junio,54950,547509,78314,2059,50224,2761,680867,Turrucares
2024,Junio,62180,384477,56873,1744,53188,2431,498713,Balsa de Atenas
2024,Junio,7100,2270296,141949,3864,15327,24968,2456404,Santa Ana
2024,Junio,71335,322095,34812,15554,105022,3299,480782,Pozon de Orotina
2024,Junio,75400,177893,26119,1292,45549,1090,251943,Caldera
2024,Julio,10540,972494,97089,19295,205223,10060,1304161,Santa Ana Ciudad Colon
2024,Julio,22450,283412,43341,1663,27848,1334,357598,Ciudad Colon
2024,Julio,2900,1240252,37880,234,4608,41315,1324289,Escazu
2024,Julio,30620,548971,66335,1857,36813,3046,657022,Castro Madriz Sector A
2024,Julio,31550,172618,8932,17,1223,8029,190819,Castro Madriz Sector B
2024,Julio,41960,159404,22547,3630,100160,1160,286901,Orotina
2024,Julio,500,1046910,65385,1845,1568,39856,1155564,Sabana San Jose
2024,Julio,54950,309607,41480,1257,26156,1755,380255,Turrucares
2024,Julio,62180,406721,60035,1728,49609,3071,521164,Balsa de Atenas
2024,Julio,7100,2450937,151301,3914,16174,27100,2649426,Santa Ana
2024,Julio,71335,453538,44457,3851,60286,8672,570804,Pozon de Orotina
2024,Julio,75400,375405,43041,25996,101909,3759,550110,Caldera
2024,Agosto,10540,1335730,101250,26739,132504,16645,1612868,Santa Ana Ciudad Colon
2024,Agosto,22450,368785,56462,2059,36262,1600,465168,Ciudad Colon
2024,Agosto,2900,1251130,38253,234,4615,41647,1335879,Escazu
2024,Agosto,30620,738168,92348,3723,51482,5157,890878,Castro Madriz Sector A
2024,Agosto,31550,160941,15295,154,991,3910,181291,Castro Madriz Sector B
2024,Agosto,41960,156827,22846,3465,152953,1329,337420,Orotina
2024,Agosto,500,1050620,71569,2725,2438,39381,1166733,Sabana San Jose
2024,Agosto,54950,375828,58959,2058,42046,1448,480339,Turrucares
2024,Agosto,62180,376328,55584,4484,53989,3737,494122,Balsa de Atenas
2024,Agosto,7100,2488552,166906,4660,18753,28144,2707015,Santa Ana
2024,Agosto,71335,409666,67344,3118,73042,4993,558163,Pozon de Orotina
2024,Agosto,75400,333304,34262,19607,73329,4358,464860,Caldera
2024,Setiembre,10540,1886084,89547,43267,19301,26178,2064377,Santa Ana Ciudad Colon
2024,Setiembre,22450,245531,42355,1548,23939,2109,315482,Ciudad Colon
2024,Setiembre,2900,1611241,104972,3149,7105,15318,1741785,Escazu
2024,Setiembre,30620,554256,63361,14748,43971,7247,683583,Castro Madriz Sector A
2024,Setiembre,31550,172941,11814,132,1004,5842,191733,Castro Madriz Sector B
2024,Setiembre,41960,120346,17438,5604,148148,2118,293654,Orotina
2024,Setiembre,500,986931,65683,2294,1958,36752,1093618,Sabana San Jose
2024,Setiembre,54950,443847,78845,4095,52934,5967,585688,Turrucares
2024,Setiembre,62180,308324,61177,9440,71484,4083,454508,Balsa de Atenas
2024,Setiembre,7100,2331473,143001,4861,16857,25058,2521250,Santa Ana
2024,Setiembre,71335,380616,35156,23169,77882,6240,523063,Pozon de Orotina
2024,Setiembre,75400,357334,29425,23424,83020,5741,498944,Caldera
2024,Octubre,10540,1891786,87334,48764,20707,28047,2076638,Santa Ana Ciudad Colon
2024,Octubre,22450,593829,109854,4919,65507,6552,780661,Ciudad Colon
2024,Octubre,2900,2536912,137924,3012,14342,48743,2740933,Escazu
2024,Octubre,30620,645546,78768,24573,60821,12232,821940,Castro Madriz Sector A
2024,Octubre,31550,263909,23733,271,1154,1112,290179,Castro Madriz Sector B
2024,Octubre,41960,558543,67247,19147,67835,5165,717937,Orotina
2024,Octubre,500,1184806,79667,2787,2424,43152,1312836,Sabana San Jose
2024,Octubre,54950,703852,113742,4488,75055,5073,902210,Turrucares
2024,Octubre,62180,338512,64085,15564,95577,6344,520082,Balsa de Atenas
2024,Octubre,7100,2794687,171286,5297,20729,29465,3021464,Santa Ana
2024,Octubre,71335,466330,45515,30443,107614,9367,659269,Pozon de Orotina
2024,Octubre,75400,345914,8408,40664,77913,4949,477848,Caldera
2024,Noviembre,10540,1320688,85709,14183,11883,16473,1448936,Santa Ana Ciudad Colon
2024,Noviembre,22450,386515,68019,2715,38731,3723,499703,Ciudad Colon
2024,Noviembre,2900,2246781,69755,740,16443,90676,2424395,Escazu
2024,Noviembre,30620,614359,76168,21088,53148,9514,774277,Castro Madriz Sector A
2024,Noviembre,31550,224183,11846,19,1354,9472,246874,Castro Madriz Sector B
2024,Noviembre,41960,571490,44571,29412,151179,3119,799771,Orotina
2024,Noviembre,500,1044146,71723,2555,2307,37646,1158377,Sabana San Jose
2024,Noviembre,54950,447519,67013,4241,38270,2578,559621,Turrucares
2024,Noviembre,62180,457425,68445,4242,39055,2578,571745,Balsa de Atenas
2024,Noviembre,7100,2419518,153016,5353,17961,23744,2619592,Santa Ana
2024,Noviembre,71335,419062,41639,27395,91051,8135,587282,Pozon de Orotina
2024,Noviembre,75400,370290,7583,43192,70631,5083,496779,Caldera
2024,Diciembre,10540,770643,46765,1407,5893,8609,833317,Santa Ana Ciudad Colon
2024,Diciembre,22450,398822,68637,3474,37393,4479,512805,Ciudad Colon
2024,Diciembre,2900,2561869,122750,2094,17762,72079,2776554,Escazu
2024,Diciembre,30620,760427,80350,18822,46582,10124,916305,Castro Madriz Sector A
2024,Diciembre,31550,204381,10037,5012,974,949,221353,Castro Madriz Sector B
2024,Diciembre,41960,685309,53284,39582,131050,4385,913610,Orotina
2024,Diciembre,500,966132,61180,2593,2280,34633,1066818,Sabana San Jose
2024,Diciembre,54950,519214,64486,4343,34073,3132,625248,Turrucares
2024,Diciembre,62180,481895,62956,4281,51412,3963,604507,Balsa de Atenas
2024,Diciembre,7100,1966796,117743,4844,14924,20127,2124434,Santa Ana
2024,Diciembre,71335,510940,42187,26571,89375,8363,677436,Pozon de Orotina
2024,Diciembre,75400,492799,6274,43864,64215,5977,613129,Caldera
