"Año","Mes","Puesto de Peaje","Liviano","Medianos","Cuatro Ejes","Furgón","Motocicletas","Autobus","Total"
"2018","Octubre   ","Zurquí","121162","18603","","23899","6304","5513","175481"
"2018","Setiembre ","Zurquí","105093","16975","","21176","5904","4944","154092"
"2018","Agosto    ","Zurquí","114629","17797","","25352","5382","5816","168976"
"2018","Julio     ","Zurquí","96875","15147","","22486","4085","5383","143976"
"2018","Junio     ","Zurquí","117330","19193","","26575","5575","5604","174277"
"2018","Mayo      ","Zurquí","126390","20398","","29257","5938","5854","187837"
"2018","Abril     ","Zurquí","122717","19648","","27741","5952","6210","182268"
"2018","Marzo     ","Zurquí","138476","19440","","28400","6685","6793","199794"
"2018","Febrero   ","Zurquí","118011","17047","","25134","5932","5777","171901"
"2018","Enero     ","Zurquí","119638","18578","","25665","4641","6116","174638"
"2017","Diciembre ","Zurquí","134725","17561","","23054","6128","6479","187947"
"2017","Noviembre ","Zurquí","127514","20130","","27248","6407","6173","187472"
"2017","Octubre   ","Zurquí","124572","18905","","24825","6082","5238","179622"
"2017","Setiembre ","Zurquí","123955","18503","","24841","6158","5031","178488"
"2017","Agosto    ","Zurquí","124416","19128","","26955","6215","5633","182347"
"2017","Julio     ","Zurquí","134369","18192","","24717","5975","6405","189658"
"2017","Junio     ","Zurquí","106821","16126","","25316","5303","4726","158292"
"2017","Mayo      ","Zurquí","118514","18922","","27648","5439","5145","175668"
"2017","Abril     ","Zurquí","132263","17615","","24681","6116","6160","186835"
"2017","Marzo     ","Zurquí","124887","18986","","30516","6008","6036","186433"
"2017","Febrero   ","Zurquí","116537","17176","","25651","5694","5681","170739"
"2017","Enero     ","Zurquí","122500","16226","","25353","5287","6138","175504"
"2016","Diciembre ","Zurquí","132519","17368","","23714","5583","6490","185674"
"2016","Noviembre ","Zurquí","103107","15797","","22625","4465","4964","150958"
"2016","Octubre   ","Zurquí","125390","17446","","24819","5679","5500","178834"
"2016","Setiembre ","Zurquí","118627","16491","","24468","5485","4865","169936"
"2016","Agosto    ","Zurquí","124126","17992","","24713","5413","5694","177938"
"2016","Julio     ","Zurquí","132232","17701","","23631","5480","6650","185694"
"2016","Junio     ","Zurquí","110305","17526","","24623","4878","5267","162599"
"2016","Mayo      ","Zurquí","113765","17915","","25936","4954","5368","167938"
"2016","Abril     ","Zurquí","122131","17145","","26202","5453","6054","176985"
"2016","Marzo     ","Zurquí","108443","20816","","23386","5139","6910","164694"
"2016","Febrero   ","Zurquí","101342","16005","","25038","4063","6213","152661"
"2016","Enero     ","Zurquí","120879","16311","","23957","4559","6862","172568"
"2015","Diciembre ","Zurquí","122871","17084","","22971","4513","7221","174660"
"2015","Noviembre ","Zurquí","108933","17288","","24027","4691","6161","161100"
"2015","Octubre   ","Zurquí","114860","18116","","22687","4847","5827","166337"
"2015","Setiembre ","Zurquí","105932","17254","","22547","4168","5532","155433"
"2015","Agosto    ","Zurquí","112879","16566","","22551","4614","6108","162718"
"2015","Julio     ","Zurquí","96471","16669","","23558","3935","6016","146649"
"2015","Junio     ","Zurquí","75616","14001","","18765","3078","4110","115570"
"2015","Mayo      ","Zurquí","102011","18426","","22947","4089","5412","152885"
"2015","Abril     ","Zurquí","106742","16717","","22746","4341","5942","156488"
"2015","Marzo     ","Zurquí","114055","17842","","27594","4490","6431","170412"
"2015","Febrero   ","Zurquí","100421","15424","","24337","3436","5799","149417"
"2015","Enero     ","Zurquí","106983","15974","","21755","3444","6546","154702"
"2014","Diciembre ","Zurquí","106861","16489","","20437","3448","6500","153735"
"2014","Noviembre ","Zurquí","103104","16632","","22151","3848","6300","152035"
"2014","Octubre   ","Zurquí","100721","16940","","22138","3730","5724","149253"
"2014","Setiembre ","Zurquí","86876","14807","","20065","3251","4952","129951"
"2014","Agosto    ","Zurquí","105108","16631","","22315","3786","6090","153930"
"2014","Julio     ","Zurquí","98989","16899","","22939","3092","6060","147979"
"2014","Junio     ","Zurquí","89851","16440","","22063","3047","5032","136433"
"2014","Mayo      ","Zurquí","100512","17332","","23835","3509","5403","150591"
"2014","Abril     ","Zurquí","101848","15944","","23726","3501","5937","150956"
"2014","Marzo     ","Zurquí","113020","17547","","26380","4504","6795","168246"
"2014","Febrero   ","Zurquí","98168","15230","","22796","3415","5943","145552"
"2014","Enero     ","Zurquí","110642","15629","","22580","3226","7300","159377"
"2013","Diciembre ","Zurquí","114797","16003","","19581","3587","7255","161223"
"2013","Noviembre ","Zurquí","103055","16795","","20925","3503","6221","150499"
"2013","Octubre   ","Zurquí","102227","17366","","21824","3587","5584","150588"
"2013","Setiembre ","Zurquí","100820","15797","","20325","3377","5580","145899"
"2013","Agosto    ","Zurquí","105286","17134","","21069","3301","6164","152954"
"2013","Julio     ","Zurquí","108199","16972","","21409","3005","6644","156229"
"2013","Junio     ","Zurquí","98172","15804","","19570","2877","5676","142099"
"2013","Mayo      ","Zurquí","96216","16890","","21850","2822","5151","142929"
"2013","Abril     ","Zurquí","95962","16913","","22298","3012","5611","143796"
"2013","Marzo     ","Zurquí","104209","16138","","22174","3156","6758","152435"
"2013","Febrero   ","Zurquí","92969","15689","","22282","2964","5799","139703"
"2013","Enero     ","Zurquí","94288","15088","","20910","2451","6019","138756"
"2012","Diciembre ","Zurquí","","","","","","",""
"2012","Noviembre ","Zurquí","","","","","","",""
"2012","Octubre   ","Zurquí","692","169","","190","8","17","1076"
"2012","Setiembre ","Zurquí","99161","16267","","20636","2770","5466","144300"
"2012","Agosto    ","Zurquí","100172","16844","","22194","2746","6096","148052"
"2012","Julio     ","Zurquí","103728","16851","","22369","2622","6769","152339"
"2012","Junio     ","Zurquí","89872","15603","","20343","2488","5358","133664"
"2012","Mayo      ","Zurquí","96208","16768","","22473","2579","5414","143442"
"2012","Abril     ","Zurquí","99812","14691","","20436","2784","6429","144152"
"2012","Marzo     ","Zurquí","102467","17395","","26218","2755","6713","155548"
"2012","Febrero   ","Zurquí","98673","16172","","23194","2708","6307","147054"
"2012","Enero     ","Zurquí","103804","15582","","21752","2686","7048","150872"
"2011","Diciembre ","Zurquí","101480","15528","","18969","2286","6936","145199"
"2011","Noviembre ","Zurquí","88813","15549","","19815","2318","5625","132120"
"2011","Octubre   ","Zurquí","95115","15531","","19798","2391","5911","138746"
"2011","Setiembre ","Zurquí","93908","15445","","20911","2638","5312","138214"
"2011","Agosto    ","Zurquí","98332","15611","","21910","2516","6114","144483"
"2011","Julio     ","Zurquí","102712","15599","","21283","2568","7178","149340"
"2011","Junio     ","Zurquí","89883","16447","","22051","2230","5675","136286"
"2011","Mayo      ","Zurquí","88521","16466","","21717","2248","5318","134270"
"2011","Abril     ","Zurquí","102897","16462","","21914","2600","6682","150555"
"2011","Marzo     ","Zurquí","94052","16972","","23464","2297","6459","143244"
"2011","Febrero   ","Zurquí","91074","15033","","19241","2251","6133","133732"
"2011","Enero     ","Zurquí","95372","15222","","17655","2133","6810","137192"
"2010","Diciembre ","Zurquí","92993","15655","","18531","1919","6644","135742"
"2010","Noviembre ","Zurquí","83985","16318","","18929","1917","5587","126736"
"2010","Octubre   ","Zurquí","93970","16041","","18357","2523","5674","136565"
"2010","Setiembre ","Zurquí","87460","16007","","18234","2227","5234","129162"
"2010","Agosto    ","Zurquí","93384","15784","","19702","2287","6254","137411"
"2010","Julio     ","Zurquí","92934","15536","","19963","2106","6569","137108"
"2010","Junio     ","Zurquí","74787","14179","","19947","1689","4900","115502"
"2010","Mayo      ","Zurquí","56744","10885","","15114","1492","3455","87690"
"2010","Abril     ","Zurquí","72663","12434","","18222","1726","5109","110154"
"2010","Marzo     ","Zurquí","82493","15575","","22964","1926","5725","128683"
"2010","Febrero   ","Zurquí","81727","14404","","20446","1905","5661","124143"
"2010","Enero     ","Zurquí","96168","14490","","19751","2225","6989","139623"
"2009","Diciembre ","Zurquí","101730","15163","","19200","2561","7161","145815"
"2009","Noviembre ","Zurquí","88242","15132","","19745","2427","6205","131751"
"2009","Octubre   ","Zurquí","97714","15847","","20418","2827","6131","142937"
"2009","Setiembre ","Zurquí","93424","15300","","19234","2712","5470","136140"
"2009","Agosto    ","Zurquí","95454","15244","","20033","2637","6331","139699"
"2009","Julio     ","Zurquí","99145","16481","","20945","2304","7088","145963"
"2009","Junio     ","Zurquí","87568","15946","","20394","2375","5469","131752"
"2009","Mayo      ","Zurquí","93965","16884","","20134","2562","5818","139363"
"2009","Abril     ","Zurquí","94745","15250","","22256","2685","6449","141385"
"2009","Marzo     ","Zurquí","91281","16706","","23281","2403","6505","140176"
"2009","Febrero   ","Zurquí","79162","14226","","20769","1905","5867","121929"
"2009","Enero     ","Zurquí","86714","14211","","19059","2004","6442","128430"
"2008","Diciembre ","Zurquí","83598","14006","","18411","2095","6472","124582"
"2008","Noviembre ","Zurquí","65520","12280","","17452","1805","5324","102381"
"2008","Octubre   ","Zurquí","79551","14842","","22536","2211","5726","124866"
"2008","Setiembre ","Zurquí","80465","15213","","21950","2347","5525","125500"
"2008","Agosto    ","Zurquí","81437","15268","","22855","2442","6437","128439"
"2008","Julio     ","Zurquí","84171","15580","","23957","2091","7368","133167"
"2008","Junio     ","Zurquí","73940","14603","","22333","1846","5537","118259"
"2008","Mayo      ","Zurquí","83371","16317","","24650","2024","5732","132094"
"2008","Abril     ","Zurquí","77674","15429","","25266","1750","5877","125996"
"2008","Marzo     ","Zurquí","89481","14883","","23844","2292","7221","137721"
"2008","Febrero   ","Zurquí","81992","15037","","25920","1783","6620","131352"
"2008","Enero     ","Zurquí","78769","13876","","22383","1665","6528","123221"
"2007","Diciembre ","Zurquí","86635","14338","","19727","1746","7002","129448"
"2007","Noviembre ","Zurquí","70452","14784","","23568","1422","5590","115816"
"2007","Octubre   ","Zurquí","79232","15811","","23547","1638","6041","126269"
"2007","Setiembre ","Zurquí","77161","14856","","20839","1617","5696","120169"
"2007","Agosto    ","Zurquí","80216","15097","","22750","1534","6321","125918"
"2007","Julio     ","Zurquí","83351","14609","","21698","1421","6979","128058"
"2007","Junio     ","Zurquí","76926","14997","","23121","1464","5674","122182"
"2007","Mayo      ","Zurquí","75066","15134","","22826","1290","5358","119674"
"2007","Abril     ","Zurquí","78568","13359","","21831","1464","6314","121536"
"2007","Marzo     ","Zurquí","82337","15750","","26250","1432","6547","132316"
"2007","Febrero   ","Zurquí","74825","13660","","22308","1389","6034","118216"
"2007","Enero     ","Zurquí","79156","14218","","21285","1170","6518","122347"
"2006","Diciembre ","Zurquí","81430","13993","","18414","1269","6682","121788"
"2006","Noviembre ","Zurquí","72340","14220","","20902","1233","5682","114377"
"2006","Octubre   ","Zurquí","70063","13010","","18274","1296","5398","108041"
"2006","Setiembre ","Zurquí","69029","12913","","18429","1188","4842","106401"
"2006","Agosto    ","Zurquí","73334","13801","","20437","1198","5797","114567"
"2006","Julio     ","Zurquí","76272","13436","","19548","998","6387","116641"
"2006","Junio     ","Zurquí","67458","13498","","20263","860","5105","107184"
"2006","Mayo      ","Zurquí","74429","14847","","21297","913","5200","116686"
"2006","Abril     ","Zurquí","78874","13136","","19534","968","6371","118883"
"2006","Marzo     ","Zurquí","74496","13824","","24041","935","6223","119519"
"2006","Febrero   ","Zurquí","64637","11697","","19462","758","5232","101786"
"2006","Enero     ","Zurquí","74936","12854","","19006","856","6327","113979"
"2005","Diciembre ","Zurquí","78653","13073","","17081","984","6376","116167"
"2005","Noviembre ","Zurquí","65188","12933","","17861","720","5593","102295"
"2005","Octubre   ","Zurquí","70660","13468","","18435","815","5539","108917"
"2005","Setiembre ","Zurquí","70141","13061","","17484","893","4966","106545"
"2005","Agosto    ","Zurquí","72675","13327","","18666","889","5743","111300"
"2005","Julio     ","Zurquí","78112","13368","","18836","834","6459","117609"
"2005","Junio     ","Zurquí","63401","12719","","18745","761","4871","100497"
"2005","Mayo      ","Zurquí","71104","13162","","19397","783","5086","109532"
"2005","Abril     ","Zurquí","70017","13117","","21110","794","5223","110261"
"2005","Marzo     ","Zurquí","77767","13053","","21332","882","6156","119190"
"2005","Febrero   ","Zurquí","64289","11826","","20051","643","5129","101938"
"2005","Enero     ","Zurquí","54800","9948","","15922","512","4756","85938"
"2004","Diciembre ","Zurquí","71408","12201","","15562","673","5905","105749"
"2004","Noviembre ","Zurquí","58607","11398","","16557","583","4657","91802"
"2004","Octubre   ","Zurquí","76053","13323","","18216","888","5585","114065"
